D4_10_1,ARACNE,BC3NET,C3NET,CLR,CMI2NI,GENIE3_ET,GENIE3_RF,GRNBOOST2,GRNVBEM,INFERELATOR,JUMP3,KBOOST,LEAP,LOCPCACMI,MEOMI,MRNETB,MRNET,NARROMI,NONLINEARODES,PCACMI,PCIT,PIDC,PLSNET,PUC,RSNET,TIGRESS,BEST_GENECI,MEDIAN_GENECI
sim_BioGrid_Bacillus_subtilis_168_mixed_exp,0.28016855214602,0.359931201839504,0.282849512931621,0.184749559932797,0.397252257341578,0.380234203933985,0.345319418616758,0.20549536855091,0.181559759157201,0.368275100093442,0.166426196593556,0.305796178005236,0.273574313803677,0.432688211107492,0.24035382143025,0.263009296463802,0.294510707580665,0.2,0.131057859686086,0.397252257341578,0.2,0.307972420537654,0.144982844761718,0.33276503194568,0.397252257341578,0.229605949005941,0.429042087319848,0.345593277206955
sim_BioGrid_Chlamydomonas_reinhardtii_mixed_exp,0.167826884908625,0.168095501701012,0.131586808510683,0.13682006416444,0.210486349188674,0.187619622620466,0.0990474960839414,0.179634830163642,0.0422607870402095,0.101860861209893,0.0518443304115801,0.0601739926320368,0.0714631570839963,0.215419445585784,0.074902141732819,0.179618801897967,0.185387554633816,0.185186937218276,0.0871143317297689,0.208824486303723,0.0526315789473684,0.0550772436067495,0.0552634329809225,0.0587157012056319,0.222158328135339,0.130575969856212,0.265452835144096,0.16364256463441
sim_BioGrid_Simian_Immunodeficiency_Virus_mixed_exp,0.561155299665737,0.591566663436573,0.505841962362012,0.556106482910611,0.705433633220286,0.532669680811952,0.550360586710873,0.376251643200184,0.0743804079316336,0.568447611219524,0.148252282380912,0.245379082594688,0.136251648816014,0.675069121325668,0.173453772222,0.569531965488914,0.565468496863335,0.463624691642902,0.133510112638916,0.705433633220286,0.068421052631579,0.334691677651292,0.389713590789818,0.476701828180689,0.678907351800728,0.678135036747493,0.700314262901821,0.626706383797405
sim_BioGrid_Simian_Virus_40_mixed_exp,0.647666266828146,0.459544152702434,0.544277711355149,0.532905233719104,0.944214112171448,0.489754013700418,0.273978841806211,0.239055599159009,0.820953061968133,0.515495721487312,0.248082727734948,0.679484410289534,0.659920390202445,0.820953061968133,0.192096795141101,0.600549384856314,0.637263625398997,0.19047619047619,0.797267445945918,0.944214112171448,0.19047619047619,0.245370587312258,0.944214112171448,0.238444439281708,0.944214112171448,0.468156479335723,0.944214112171448,0.884386990129556
sim_BioGrid_Streptococcus_pneumoniae_ATCCBAA255_mixed_exp,0.569460163200017,0.630357354017687,0.594760139112074,0.583819556645608,0.747286395621813,0.635364205876717,0.435613259642751,0.435753829338645,0.452907585854508,0.636842624818171,0.378773629740347,0.713956620225469,0.546026975999557,0.739514532305303,0.639943417712883,0.558273766782968,0.558273766782968,0.547853931672625,0.360001274792753,0.747286395621813,0.428571428571429,0.426741652759256,0.511570460285495,0.40987294584341,0.747286395621813,0.594401563812653,0.736301108794614,0.736301108794614
sim_BioGrid_Strongylocentrotus_purpuratus_mixed_exp,0.0753192777317389,0.0590346287597824,0.0662495278243834,0.0751586984987515,0.19911549662725,0.0529312372155259,0.0725038829212048,0.0784721939008558,0.270087032819793,0.122559465061241,0.0798643882683033,0.468936748473256,0.112683928593691,0.214806481272984,0.0529376181383084,0.0793463345990977,0.0792250270032586,0.0605483652803522,0.0515779495205053,0.19911549662725,0.065359477124183,0.211572070160986,1.0,0.113260334584084,0.213529485979269,0.0579522522621635,0.142776543951858,0.0943775596116604
sim_BioGrid_Vaccinia_Virus_mixed_exp,0.330559777248177,0.475074727456874,0.330835628702509,0.361086041499283,0.415332179270111,0.427537079231506,0.299650528814893,0.14229411776523,0.202306999251635,0.462105332062173,0.0969803980923037,0.19865318244846,0.319902413626045,0.399890091459673,0.12061254421934,0.344879504441366,0.325150944667312,0.505139860295696,0.203102083291565,0.41278334143879,0.0769230769230769,0.273223023722808,0.245928417187031,0.250243667439989,0.513059720722055,0.457024862634641,0.510729982989184,0.337840981286255
sim_BioGrid_Zea_mays_mixed_exp,0.553437920775603,0.683049782970725,0.54558849015378,0.573090444211029,0.670082981785339,0.372687993459026,0.498683312567757,0.290346986836716,0.0346677337230756,0.589331465133938,0.0387091007831596,0.263190617960805,0.162098471731131,0.671933777708661,0.451768774900499,0.569664930367459,0.548582572126944,0.543917619473175,0.0501915128274786,0.670082981785339,0.0346320346320346,0.152789578825151,0.545755229984845,0.136423001470386,0.670082981785339,0.692665961099914,0.701751451086761,0.675565436865189
sim_eipo-modular_size-20_knockdown_exp,0.403693042634276,0.379022045220544,0.377703295791078,0.497654088330309,0.578432818647418,0.541461224124321,0.477498989160716,0.299733480275578,0.14964785941612,0.594828866092349,0.263038996953693,0.360759079809469,0.401433789404166,0.486808314279951,0.400332391549418,0.436926879704957,0.461821048983449,0.271611079135889,0.240081081462866,0.593077855443204,0.180952380952381,0.279512157457169,0.36742463245558,0.286162679660555,0.315891930290018,0.538264554321121,0.384375544945006,0.373054726699933
sim_eipo-modular_size-20_knockout_exp,0.395074202668416,0.347994504981454,0.341358089881121,0.447661543532479,0.483335503593894,0.55664691935378,0.500588749341876,0.251578518081033,0.165281899235414,0.477299354670626,0.186969182468118,0.437675317310972,0.352723506742208,0.527121922158281,0.381361705841927,0.437332099491593,0.443742348303812,0.315470699725299,0.260696095185934,0.476047088405936,0.180952380952381,0.248431043741015,0.261888663946003,0.21157072538241,0.403357139765497,0.510914022750628,0.534889570586384,0.290082404230416
sim_eipo-modular_size-20_overexpression_exp,0.251387632298387,0.359525397351217,0.23321384899224,0.355843335577524,0.394543548882508,0.345638498917294,0.318502608868073,0.201480817360385,0.154168292534422,0.465733386715645,0.187486398883858,0.376840520342696,0.34692241640167,0.311019572540435,0.310180276345181,0.334090410028679,0.309010637877166,0.254847518662475,0.247144781205267,0.419243208711367,0.180952380952381,0.176934018829475,0.312395526862609,0.188267250833356,0.259504162628775,0.390260436503069,0.339437625317928,0.324958954263189
sim_scale-free_size-20_knockdown_exp,0.29161800164226,0.319238780375419,0.30921682128623,0.295236855690905,0.357655607618539,0.335958177785423,0.361060520145728,0.326787556494229,0.330936185558141,0.327034791197488,0.385073087950021,0.347705978926605,0.36117602899866,0.3127268586275,0.272686680910726,0.330132846030953,0.323913094796381,0.296756010675141,0.371628313938995,0.3312441651403,0.285714285714286,0.407230043344668,0.31935788972342,0.39202006011439,0.280206163948956,0.341121337420204,0.367174756967868,0.351392993538394
sim_scale-free_size-20_knockout_exp,0.267590733734128,0.318896382710965,0.268624809568714,0.310899023437732,0.371321570648533,0.393874493309687,0.309494137668787,0.349694706065991,0.338542790871852,0.336178706559511,0.405443316736777,0.365771367911974,0.400728414421042,0.378717867333964,0.307233595023292,0.298918071581134,0.300533946490741,0.327585038973176,0.376022132303165,0.374135387187684,0.285714285714286,0.329456421411048,0.260319070339369,0.372569846642823,0.452365896088325,0.274480305464592,0.403966436557823,0.383573640354274
sim_scale-free_size-20_overexpression_exp,0.312223088151082,0.296778751862224,0.299028186068135,0.325231142425601,0.357904278284712,0.354386471571245,0.327921808159542,0.298692319951973,0.323230952290979,0.3005750675613,0.312925302117463,0.309823560956776,0.321697767386365,0.316932553988535,0.291542457669979,0.303298477752075,0.304224558433827,0.2614219503715,0.397357395982172,0.347834410177554,0.285714285714286,0.350163875777986,0.316373458249127,0.361995438109276,0.312963046990229,0.332925627780195,0.376347821000666,0.351785121161649
sim_TFLink_Rattus_norvegicus_mixed_exp,0.797267445945918,0.525742240010033,0.522345875358916,0.599405822126432,0.523769525281296,0.540428619202656,0.614623300431854,0.165639082772373,0.0182999220792438,0.564943115051852,0.0187362285940231,0.0503566097781705,0.365744337268246,0.513508130945438,0.614623300431854,0.797267445945918,0.797267445945918,0.523272247067174,0.0546939195632838,0.523769525281296,0.0256410256410256,0.123886334052462,0.51303120406766,0.527220625778629,0.523769525281296,0.548230352037002,0.665284673028685,0.571104190880538
IRMA_switch-off,0.26051524403496,0.230447955079547,0.312383269107628,0.320800714512393,0.455734378689128,0.413155474518975,0.319436633798666,0.67144893744541,0.266666666666667,0.409270130693437,0.256834768905777,0.519895017095505,0.38202595520436,0.289360672241797,0.289360672241797,0.337802783067529,0.26051524403496,0.230447955079547,0.413259619490279,0.455734378689128,0.266666666666667,0.277407060525959,0.84195922651326,0.231086813569183,0.495385636233288,0.412599608414135,0.426241624192479,0.28999087488457
IRMA_switch-on,0.487572950947748,0.230447955079547,0.485670064247615,0.533068160799609,0.497927009543028,0.388090227551918,0.665284673028685,0.562369776294354,0.266666666666667,0.380277542266378,0.568476891322329,0.472992750367063,0.568476891322329,0.582556925833424,0.409270130693437,0.370394732717201,0.593753418208732,0.266666666666667,0.482356635948534,0.497927009543028,0.266666666666667,0.273559809546895,0.730387450856156,0.273559809546895,0.497927009543028,0.348156841662808,0.455687383106575,0.407001363908447
