D4_100_1,ARACNE,BC3NET,C3NET,CLR,CMI2NI,GENIE3_ET,GENIE3_RF,GRNBOOST2,GRNVBEM,INFERELATOR,KBOOST,LEAP,LOCPCACMI,MEOMI,MRNETB,MRNET,NARROMI,NONLINEARODES,PCACMI,PCIT,PIDC,PLSNET,PUC,RSNET,TIGRESS,BEST_GENECI,MEDIAN_GENECI
sim_BioGrid_Neurospora_crassa_OR74A_mixed_exp,0.722016129032258,0.684435483870968,0.684354838709677,0.674354838709677,0.725161290322581,0.53991935483871,0.682096774193548,0.644193548387097,0.450967741935484,0.661693548387097,0.784677419354839,0.629838709677419,0.691129032258065,0.545322580645161,0.69741935483871,0.666451612903226,0.642661290322581,0.563548387096774,0.724032258064516,0.5,0.690645161290323,0.717177419354839,0.71258064516129,0.723064516129032,0.689112903225806,0.769838709677419,0.730806451612903
sim_eipo-modular_size-100_knockdown_exp,0.596416048047152,0.631408657253702,0.56806757563323,0.828411189241616,0.826033661916664,0.848579662028575,0.849164863655016,0.842515481031074,0.498327162681389,0.687002228895438,0.693444109747454,0.768716543253628,0.834949243667699,0.567084856567314,0.808481693214459,0.800265555638453,0.622534459283023,0.648533965009139,0.821344471593241,0.5,0.771914751743947,0.789972068862611,0.769812921997986,0.701495877942328,0.824497799082329,0.870081741709255,0.848810478606334
sim_eipo-modular_size-100_knockout_exp,0.588101988286642,0.650252849069273,0.570904404633118,0.827201150818816,0.823548303614728,0.866265107994181,0.865055069571381,0.836602846271496,0.509869740179804,0.686902558100496,0.662124165329951,0.742089286380423,0.829558860558809,0.575967797590182,0.808289346066326,0.796534020964673,0.583646528891707,0.628290884843511,0.800318596821726,0.5,0.79623908867087,0.796628445928302,0.793914019659044,0.751548685977543,0.836714174469355,0.869589799306151,0.861988006863879
sim_eipo-modular_size-100_overexpression_exp,0.608571804939009,0.641312203901966,0.582832259297945,0.819235064535383,0.823488267989704,0.851985955160965,0.86168258290745,0.853312567612937,0.497314134367889,0.679578211847652,0.67652105793263,0.753202871451487,0.833031600887828,0.557663343529675,0.79968618271347,0.790898832394524,0.612799362106912,0.670924338792107,0.813874990674078,0.5,0.75668901779386,0.783144910844182,0.75359630879994,0.754033461409333,0.843321590442795,0.863019687022046,0.860332655649644
sim_eipo-modular_size-50_knockdown_exp,0.574962806947161,0.625913110342176,0.572881667586046,0.681159420289855,0.663026762282065,0.734366380823429,0.72750447152433,0.695877839626899,0.517234174147067,0.678401283787172,0.609991140531234,0.653135081824716,0.692492853919061,0.529921602059409,0.664468515453922,0.664631496247263,0.550741353659963,0.598682780870234,0.657773765942865,0.5,0.641918660047139,0.607801347307892,0.651918994366715,0.549587951122478,0.708059609180416,0.709718670076726,0.696019925446735
sim_eipo-modular_size-50_knockout_exp,0.58566103338181,0.623330491616937,0.575142503719305,0.718097554452301,0.722381024020862,0.771977333132742,0.77710078063621,0.73186734199221,0.478331912475135,0.714913160490113,0.704553432626247,0.636903866405897,0.74002473964863,0.528784915500727,0.701506945489193,0.698610902161376,0.568702672885011,0.635524798154556,0.737241529177741,0.5,0.625361483041639,0.693746552329372,0.625984153252094,0.652144660080571,0.769131437741337,0.776791535028334,0.766110024572489
sim_eipo-modular_size-50_overexpression_exp,0.580608628788259,0.658112264513649,0.551556257626665,0.701770222155358,0.728106246761279,0.788626448021664,0.770957658425689,0.706726509870785,0.528417163967036,0.692242114236999,0.647426575063103,0.678292629924945,0.741579325677415,0.508968122628421,0.710032094679304,0.704503284689835,0.582501713387827,0.641442254651221,0.711014158434047,0.5,0.712443374621801,0.720174514818715,0.707123514367384,0.659587449643114,0.788831218762015,0.7996757100112,0.766653293883623
sim_scale-free_size-100_knockdown_exp,0.540528885468552,0.554373220141093,0.526510220676699,0.672653338823203,0.687309684840964,0.669582490833332,0.668238313860736,0.673474525437861,0.50140840385866,0.580658073262233,0.57004228652302,0.668235446589036,0.652680497620738,0.506469138407793,0.683820215183007,0.680489018922846,0.545743879235104,0.562263378403021,0.688966394428776,0.5,0.630113922439154,0.516047546246225,0.64004844542263,0.63878856623799,0.675716731906655,0.696463736467911,0.692525252061855
sim_scale-free_size-100_knockout_exp,0.535441198565447,0.564373116919312,0.525827236557944,0.677449137467327,0.667734247496012,0.685665591248628,0.68199433656494,0.67921652374273,0.490406682348731,0.598635293362037,0.573800706266365,0.599088322290514,0.651580612196915,0.503582369261012,0.679490634917176,0.679378237866566,0.531320929133659,0.575566372178748,0.66796190886893,0.5,0.617887875913656,0.568078778863391,0.61298598821666,0.676807442061041,0.721788053569811,0.697571650252492,0.639962427271653
sim_scale-free_size-100_overexpression_exp,0.536067984158897,0.57130159225332,0.520829008531854,0.665775900925441,0.661116010959859,0.667550168652921,0.655852847028761,0.653650208909416,0.468265610287312,0.5755944714414,0.585104638213392,0.629518676834394,0.64804411928309,0.506215671589581,0.670572273023905,0.667193480053538,0.53198670962222,0.571431766388465,0.663931671768499,0.5,0.651274387579438,0.516870453223903,0.653400756271583,0.654809733584583,0.716343678067321,0.708579679760158,0.671313176030985
sim_scale-free_size-50_knockdown_exp,0.537412927870571,0.557194752667002,0.526884021528617,0.607065281359342,0.572592208181303,0.590999069090598,0.597306782798506,0.600276062788234,0.526191189531014,0.564420000642007,0.594428453727383,0.579977957777374,0.54661502081171,0.544667601142771,0.588907197962699,0.590485463903185,0.510651957584772,0.535299656526531,0.581813026311566,0.5,0.557133227045593,0.59542891383203,0.558631242175546,0.562336154595161,0.607364884385332,0.601966679863467,0.591758776763645
sim_scale-free_size-50_knockout_exp,0.541516419315835,0.560939790491884,0.536302791658196,0.606808478765635,0.591087344982184,0.644606610526766,0.624431556758723,0.598820848090566,0.490500979059889,0.560640187465893,0.531019613298094,0.609333704270413,0.585726590838567,0.499374043677841,0.60489315942091,0.595198861508501,0.518586087719486,0.546120140813422,0.599556480520453,0.5,0.60969750794483,0.59398707426945,0.585649015055052,0.571524872401211,0.608582021678419,0.635040713911211,0.620114063152038
sim_scale-free_size-50_overexpression_exp,0.527459152337439,0.561993751136887,0.529310271033737,0.589597354933285,0.590105610066662,0.615411365654793,0.607113431845662,0.58602351883754,0.53691002279123,0.581564248798913,0.561900125191264,0.581615074312251,0.594899258482511,0.522710979380892,0.579961907615267,0.580978417882021,0.519404645986924,0.556036465968306,0.589046299367624,0.5,0.560562611682378,0.569729929272286,0.585162160137817,0.583995848358068,0.618720374075778,0.617251784243021,0.605444214986571
sim_TFLink_Caenorhabditis_elegans_mixed_exp,0.604989070335605,0.618152886717243,0.603695190947666,0.604571171402855,0.747034524881059,0.701829111482577,0.70469011186833,0.680411791179118,0.513372765848013,0.662016201620162,0.623360550340748,0.586344348720586,0.752989584672753,0.493233251896618,0.57746399639964,0.591407355021216,0.499115983026874,0.597274013115597,0.74713096309631,0.5,0.596815931593159,0.594670181303845,0.599178667866787,0.74738813167031,0.740299922849428,0.721309630963096,0.690513694226565
